patch1-Closure-93_SequenceR_Incorrect,Closure,93,
patch12-Math-85_SequenceR_Incorrect,Math,85,Correct
patch1-Math-80_SOFix_Correct,Math,80,
patch1#1-Math-37_Developer_Correct,Math,37,
patch3-Chart-9_Jaid_Incorrect,Chart,9,Incorrect
patch9-Math-80_CapGen_Incorrect,Math,80,
patch3-Math-73_3sFix_Incorrect,Math,73,Correct
patch1#1-Math-32_Developer_Correct,Math,32,Correct
patch1#1-Math-95_Developer_Correct,Math,95,
patch2-Chart-1_SketchFix_Incorrect,Chart,1,Incorrect
patch1-Chart-17_kPAR_Incorrect,Chart,17,
patch4-Chart-1_SequenceR_Incorrect,Chart,1,Incorrect
patch1#1-Chart-23_Developer_Correct,Chart,23,
patch1-Math-85_HDRepair_Incorrect,Math,85,Correct
patch7-Math-2_3sFix_Incorrect,Math,2,Correct
patch1#1-Chart-5_Arja_Correct,Chart,5,Incorrect
patch1-Math-20_ssFix_Incorrect,Math,20,Correct
patch1-Math-70_PraPR_Correct,Math,70,Error
patch1-Chart-20_TBar_Correct,Chart,20,Error
patch1-Closure-19_FixMiner_Incorrect,Closure,19,Error
patch1-Chart-11_PraPR_Correct,Chart,11,Error
patch1-Closure-33_Jaid_Incorrect,Closure,33,Error
patch1-Closure-86_PraPR_Correct,Closure,86,
patch1-Lang-40_LSRepair_Incorrect,Lang,40,Error
patch5-Closure-92_SequenceR_Incorrect,Closure,92,
patch3-Math-28_3sFix_Incorrect,Math,28,Correct
patch1#1-Math-2_GenProgA_Incorrect,Math,2,Error
patch1-Closure-14_SimFix_Correct,Closure,14,Error
patch1#1-Closure-10_RSRepairA_Incorrect,Closure,10,Error
patch1-Math-2_TBar_Incorrect,Math,2,Error
patch1-Closure-107_TBar_Incorrect,Closure,107,Error
patch1-Lang-45_SimFix_Incorrect,Lang,45,Correct
patch1-Lang-51_SOFix_Correct,Lang,51,
patch1-Math-63_Elixir_Incorrect,Math,63,Correct
patch1-Closure-70_PraPR_Correct,Closure,70,Error
patch1-Math-15_TBar_Incorrect,Math,15,Error
patch6-Lang-59_CapGen_Incorrect,Lang,59,
patch1-Math-73_JGenProg2015_Incorrect,Math,73,Incorrect
patch1-Closure-73_PraPR_Correct,Closure,73,Error
patch1-Chart-5_DynaMoth_Incorrect,Chart,5,Incorrect
patch1#1-Chart-13_GenProgA_Incorrect,Chart,13,Correct
patch4-Math-8_Arja_Incorrect,Math,8,Correct
patch2-Closure-73_SequenceR_Correct,Closure,73,Error
patch1-Math-8_TBar_Incorrect,Math,8,Error
patch1#3-Chart-14_TBar_Incorrect,Chart,14,
patch1-Lang-62_LSRepair_Incorrect,Lang,62,Error
patch1-Math-5_SequenceR_Correct,Math,5,Correct
patch1#1-Closure-75_GenProgA_Incorrect,Closure,75,Error
patch2-Lang-63_Arja_Incorrect,Lang,63,Incorrect
patch4-Lang-22_Arja_Incorrect,Lang,22,Incorrect
patch1#1-Chart-14_ACS_Correct,Chart,14,Correct
patch1-Math-30_ssFix_Incorrect,Math,30,Correct
patch1-Lang-22_AVATAR_Incorrect,Lang,22,
patch1#2-Chart-14_FixMiner_Incorrect,Chart,14,
patch1-Math-8_kPAR_Incorrect,Math,8,
patch1-Closure-62_Jaid_Correct,Closure,62,Error
patch3-Math-5_3sFix_Correct,Math,5,
patch1-Math-5_SimFix_Correct,Math,5,
patch1-Closure-115_SimFix_Correct,Closure,115,Error
patch1-Math-58_Elixir_Correct,Math,58,Incorrect
patch3-Math-63_CapGen_Incorrect,Math,63,
patch1-Lang-51_Jaid_Incorrect,Lang,51,Correct
patch1-Math-59_Elixir_Correct,Math,59,Correct
patch1#2-Math-71_SimFix_Correct,Math,71,Error
patch1-Math-104_kPAR_Incorrect,Math,104,Error
patch1#1-Chart-3_GenProgA_Incorrect,Chart,3,Error
patch1#1-Closure-67_RSRepairA_Incorrect,Closure,67,Error
patch1#1-Math-22_Arja_Correct,Math,22,Correct
patch1-Math-5_CapGen_Incorrect,Math,5,Error
patch1#2-Math-2_GenProgA_Incorrect,Math,2,Error
patch1-Math-85_TBar_Incorrect,Math,85,
patch1#2-Lang-20_AVATAR_Incorrect,Lang,20,
patch6-Closure-92_SequenceR_Incorrect,Closure,92,
patch1-Lang-59_CapGen_Correct,Lang,59,
patch1-Chart-13_3sFix_Incorrect,Chart,13,Correct
patch12-Chart-13_3sFix_Incorrect,Chart,13,Correct
patch1#1-Closure-112_GenProgA_Incorrect,Closure,112,Error
patch1#1-Chart-12_GenProgA_Incorrect,Chart,12,Incorrect
patch1-Chart-20_PraPR_Correct,Chart,20,Error
patch1#1-Closure-114_RSRepairA_Incorrect,Closure,114,Error
patch10-Closure-93_SequenceR_Incorrect,Closure,93,
patch6-Time-11_Arja_Incorrect,Time,11,Correct
patch1-Chart-11_SOFix_Correct,Chart,11,
patch1-Lang-59_SketchFix_Correct,Lang,59,
patch9-Lang-59_CapGen_Incorrect,Lang,59,
patch2-Chart-26_Jaid_Incorrect,Chart,26,Error
patch1-Math-59_CapGen_Correct,Math,59,
patch1-Chart-7_SimFix_Correct,Chart,7,Incorrect
patch2-Chart-1_SequenceR_Incorrect,Chart,1,Error
patch1-Lang-58_Nopol2015_Incorrect,Lang,58,Correct
patch1#1-Math-81_RSRepairA_Incorrect,Math,81,Error
patch1-Math-42_kPAR_Incorrect,Math,42,Error
patch1-Math-35_SimFix_Correct,Math,35,Error
patch1-Math-85_SOFix_Correct,Math,85,Incorrect
patch1-Math-95_LSRepair_Incorrect,Math,95,Correct
patch1-Lang-54_LSRepair_Correct,Lang,54,Error
patch6-Lang-51_Jaid_Correct,Lang,51,Correct
patch1-Time-19_PraPR_Correct,Time,19,Error
patch1#1-Math-81_GenProgA_Incorrect,Math,81,Correct
patch1-Lang-27_kPAR_Incorrect,Lang,27,
patch1-Math-5_Jaid_Correct,Math,5,Incorrect
patch3-Lang-50_Arja_Incorrect,Lang,50,Correct
patch1#2-Math-98_SimFix_Correct,Math,98,
patch4-Lang-61_Arja_Incorrect,Lang,61,Incorrect
patch6-Lang-7_Arja_Incorrect,Lang,7,Correct
patch1-Math-30_SequenceR_Correct,Math,30,Correct
patch1-Math-70_Elixir_Correct,Math,70,Correct
patch1-Lang-63_SimFix_Incorrect,Lang,63,Incorrect
patch4-Lang-59_Arja_Incorrect,Lang,59,Correct
patch3-Lang-7_Arja_Incorrect,Lang,7,Incorrect
patch1-Closure-126_AVATAR_Incorrect,Closure,126,Error
patch1-Closure-46_PraPR_Correct,Closure,46,Error
patch1-Lang-7_kPAR_Correct,Lang,7,
patch3-Lang-61_Arja_Incorrect,Lang,61,Incorrect
patch1-Chart-1_SequenceR_Correct,Chart,1,Error
patch1#1-Math-2_RSRepairA_Incorrect,Math,2,Error
patch1-Closure-46_3sFix_Incorrect,Closure,46,Error
patch1-Math-53_CapGen_Correct,Math,53,Error
patch3-Chart-1_Arja_Incorrect,Chart,1,Error
patch1-Lang-57_FixMiner_Incorrect,Lang,57,Error
patch1-Closure-126_3sFix_Incorrect,Closure,126,Error
patch1-Closure-70_Jaid_Correct,Closure,70,Error
patch1#1-Closure-21_GenProgA_Incorrect,Closure,21,Error
patch1-Lang-39_Arja_Incorrect,Lang,39,Correct
patch1-Math-58_SOFix_Correct,Math,58,
patch3-Chart-13_3sFix_Incorrect,Chart,13,Correct
patch6-Math-20_Arja_Incorrect,Math,20,Correct
patch1-Math-84_FixMiner_Incorrect,Math,84,
patch1-Chart-12_PraPR_Correct,Chart,12,Error
patch1-Math-33_SOFix_Correct,Math,33,Correct
patch1-Lang-61_Arja_Incorrect,Lang,61,Correct
patch1#2-Math-95_GenProgA_Incorrect,Math,95,Correct
patch2-Math-63_CapGen_Incorrect,Math,63,
patch9-Math-28_Arja_Incorrect,Math,28,Correct
patch1-Math-34_HDRepair_Correct,Math,34,Correct
patch1-Chart-4_FixMiner_Correct,Chart,4,Error
patch1-Chart-25_DeepRepair_Incorrect,Chart,25,
patch1-Math-59_AVATAR_Correct,Math,59,
patch1-Math-35_ACS_Correct,Math,35,Error
patch1-Closure-63_PraPR_Correct,Closure,63,Error
patch1-Math-65_TBar_Correct,Math,65,
patch1-Math-53_Jaid_Incorrect,Math,53,Incorrect
patch1-Math-63_SimFix_Correct,Math,63,
patch1-Math-57_ssFix_Incorrect,Math,57,Correct
patch1-Chart-15_FixMiner_Incorrect,Chart,15,
patch11-Math-28_Arja_Incorrect,Math,28,Correct
patch1-Chart-5_Nopol2015_Incorrect,Chart,5,Incorrect
patch2-Chart-9_Jaid_Incorrect,Chart,9,Incorrect
patch1-Math-50_Nopol2015_Incorrect,Math,50,Correct
patch1#2-Closure-114_RSRepairA_Incorrect,Closure,114,Error
patch1-Math-5_Arja_Correct,Math,5,Correct
patch2-Math-56_Arja_Incorrect,Math,56,Correct
patch1-Closure-18_SequenceR_Incorrect,Closure,18,Error
patch1-Math-2_AVATAR_Incorrect,Math,2,
patch10-Math-85_SequenceR_Incorrect,Math,85,Incorrect
patch8-Lang-59_Arja_Incorrect,Lang,59,Incorrect
patch1-Math-15_3sFix_Incorrect,Math,15,Correct
patch1-Math-57_CapGen_Correct,Math,57,
patch1-Chart-12_Arja_Incorrect,Chart,12,Error
patch1-Chart-1_AVATAR_Correct,Chart,1,Error
patch2-Math-15_3sFix_Incorrect,Math,15,Correct
patch1-Chart-26_Jaid_Correct,Chart,26,Error
patch1-Math-81_TBar_Incorrect,Math,81,
patch14-Math-85_SequenceR_Incorrect,Math,85,Incorrect
patch1-Lang-63_Arja_Incorrect,Lang,63,Incorrect
patch1-Closure-115_AVATAR_Correct,Closure,115,Error
patch1-Math-70_SOFix_Correct,Math,70,
patch7-Lang-7_Arja_Incorrect,Lang,7,Correct
patch1-Math-2_SOFix_Incorrect,Math,2,Correct
patch1#2-Closure-75_GenProgA_Incorrect,Closure,75,Error
patch1-Math-63_FixMiner_Incorrect,Math,63,
patch1-Lang-10_AVATAR_Correct,Lang,10,Error
patch1#1-Closure-22_RSRepairA_Correct,Closure,22,Error
patch1#1-Closure-114_GenProgA_Incorrect,Closure,114,Error
patch1#1-Lang-41_TBar_Incorrect,Lang,41,
patch13-Math-80_Arja_Incorrect,Math,80,Error
patch1-Closure-21_TBar_Incorrect,Closure,21,Error
patch1-Lang-55_Jaid_Incorrect,Lang,55,Correct
patch1-Math-49_DynaMoth_Incorrect,Math,49,Correct
patch1#1-Math-85_RSRepairA_Incorrect,Math,85,Error
patch1-Math-11_TBar_Correct,Math,11,
patch1-Math-95_3sFix_Incorrect,Math,95,Correct
patch1#2-Math-4_ACS_Correct,Math,4,Correct
patch1-Math-79_TBar_Correct,Math,79,
patch1-Lang-16_SimFix_Correct,Lang,16,Correct
patch1-Closure-14_PraPR_Correct,Closure,14,Error
patch1-Closure-126_SketchFix_Correct,Closure,126,Error
patch1-Chart-24_ssFix_Correct,Chart,24,Correct
patch1-Math-58_Nopol2015_Incorrect,Math,58,Correct
patch2-Closure-22_3sFix_Incorrect,Closure,22,Error
patch1-Chart-25_kPAR_Incorrect,Chart,25,
patch1-Math-2_3sFix_Incorrect,Math,2,Correct
patch2-Math-5_3sFix_Incorrect,Math,5,Correct
patch2-Lang-33_Jaid_Correct,Lang,33,Correct
patch1-Math-50_TBar_Incorrect,Math,50,
patch1-Math-90_ACS_Correct,Math,90,Correct
patch8-Closure-93_SequenceR_Incorrect,Closure,93,
patch1-Chart-4_kPAR_Correct,Chart,4,Error
patch1#1-Math-40_GenProgA_Incorrect,Math,40,Error
patch1-Lang-20_Arja_Incorrect,Lang,20,
patch1-Closure-21_AVATAR_Incorrect,Closure,21,Error
patch1#1-Closure-120_RSRepairA_Incorrect,Closure,120,Error
patch1-Closure-22_TBar_Incorrect,Closure,22,Error
patch1-Math-80_Jaid_Correct,Math,80,Error
patch1-Chart-24_TBar_Correct,Chart,24,
patch1-Lang-6_SequenceR_Correct,Lang,6,Error
patch1-Chart-25_DynaMoth_Incorrect,Chart,25,Incorrect
patch1#1-Math-80_RSRepairA_Incorrect,Math,80,Error
patch7-Math-63_CapGen_Incorrect,Math,63,
patch1-Math-82_Jaid_Incorrect,Math,82,Incorrect
patch1#2-Chart-25_RSRepairA_Incorrect,Chart,25,Error
patch2-Math-82_Jaid_Incorrect,Math,82,Incorrect
patch1-Math-85_FixMiner_Incorrect,Math,85,
patch1-Math-59_SimFix_Correct,Math,59,
patch1-Math-53_ssFix_Correct,Math,53,Error
patch3-Math-80_Jaid_Incorrect,Math,80,Correct
patch1#1-Math-4_ACS_Correct,Math,4,Correct
patch1#1-Chart-1_GenProgA_Incorrect,Chart,1,Error
patch1-Lang-45_kPAR_Incorrect,Lang,45,Error
patch1-Chart-15_JGenProg2015_Incorrect,Chart,15,Error
patch1-Math-81_SimFix_Incorrect,Math,81,Incorrect
patch1-Math-82_PraPR_Correct,Math,82,Error
patch2-Chart-11_CapGen_Correct,Chart,11,
patch1-Time-11_Nopol2015_Incorrect,Time,11,Correct
patch1-Lang-27_ssFix_Incorrect,Lang,27,Correct
patch1-Lang-63_DynaMoth_Incorrect,Lang,63,Incorrect
patch13-Math-85_SequenceR_Incorrect,Math,85,Incorrect
patch1-Chart-7_kPAR_Incorrect,Chart,7,
patch3-Math-28_Arja_Incorrect,Math,28,Correct
patch1#1-Chart-5_RSRepairA_Incorrect,Chart,5,Error
patch1-Time-19_SOFix_Correct,Time,19,Error
patch1-Chart-8_Elixir_Correct,Chart,8,Error
patch1#1-Closure-45_RSRepairA_Incorrect,Closure,45,Error
patch1-Math-85_SequenceR_Correct,Math,85,Correct
patch1-Lang-51_AVATAR_Incorrect,Lang,51,
patch1-Math-33_SimFix_Correct,Math,33,Correct
patch1#1-Math-103_RSRepairA_Incorrect,Math,103,Error
patch5-Math-31_Arja_Incorrect,Math,31,Correct
patch2-Math-31_Arja_Incorrect,Math,31,Correct
patch6-Math-31_Arja_Incorrect,Math,31,Correct
patch5-Closure-18_SequenceR_Incorrect,Closure,18,Error
patch1#1-Closure-55_GenProgA_Incorrect,Closure,55,Error
patch15-Math-85_SequenceR_Incorrect,Math,85,Incorrect
patch1-Lang-33_TBar_Correct,Lang,33,
patch1-Math-62_kPAR_Incorrect,Math,62,
patch4-Math-2_3sFix_Incorrect,Math,2,Correct
patch3-Math-50_Jaid_Incorrect,Math,50,Correct
patch1-Lang-59_CapGen_Incorrect,Lang,59,
patch1-Math-70_ssFix_Correct,Math,70,Correct
patch2-Lang-22_Arja_Incorrect,Lang,22,Correct
patch1#1-Math-82_GenProgA_Incorrect,Math,82,Incorrect
patch2-Math-82_SequenceR_Correct,Math,82,Incorrect
patch1-Math-82_Jaid_Correct,Math,82,
patch4-Lang-7_Arja_Incorrect,Lang,7,Correct
patch1-Lang-57_Elixir_Correct,Lang,57,
patch7-Math-85_SequenceR_Incorrect,Math,85,Incorrect
patch4-Chart-12_Arja_Incorrect,Chart,12,Error
patch1-Lang-58_kPAR_Incorrect,Lang,58,
patch1-Closure-62_PraPR_Correct,Closure,62,Error
patch1-Math-5_CapGen_Correct,Math,5,
patch1-Closure-63_TBar_Correct,Closure,63,Error
patch1-Math-62_AVATAR_Incorrect,Math,62,
patch1-Math-34_Elixir_Correct,Math,34,Correct
patch1-Lang-55_Jaid_Correct,Lang,55,Error
patch1-Closure-63_AVATAR_Correct,Closure,63,Error
patch11-Math-85_SequenceR_Incorrect,Math,85,Correct
patch1-Closure-123_SequenceR_Incorrect,Closure,123,Error
patch1#1-Chart-14_FixMiner_Incorrect,Chart,14,
patch1-Lang-58_TBar_Incorrect,Lang,58,
patch1-Lang-38_Elixir_Correct,Lang,38,Error
patch1-Math-34_PraPR_Correct,Math,34,Error
patch1-Math-50_PraPR_Correct,Math,50,Error
patch1-Closure-92_PraPR_Correct,Closure,92,
patch1-Chart-11_SketchFix_Correct,Chart,11,Correct
patch1-Math-50_FixMiner_Incorrect,Math,50,
patch2-Math-28_3sFix_Incorrect,Math,28,Correct
patch1#2-Chart-14_TBar_Incorrect,Chart,14,
patch1-Lang-43_TBar_Incorrect,Lang,43,
patch1-Chart-7_Arja_Incorrect,Chart,7,Correct
patch1-Mockito-29_PraPR_Correct,Mockito,29,Error
patch1-Lang-27_AVATAR_Incorrect,Lang,27,
patch1-Lang-7_ACS_Correct,Lang,7,Correct
patch1-Math-33_ssFix_Correct,Math,33,Correct
patch1-Chart-5_kPAR_Incorrect,Chart,5,
patch7-Math-8_Arja_Incorrect,Math,8,Correct
patch4-Chart-13_3sFix_Incorrect,Chart,13,Correct
patch1-Lang-7_DeepRepair_Correct,Lang,7,Correct
patch1-Math-58_kPAR_Correct,Math,58,
patch1-Closure-21_RSRepairA_Correct,Closure,21,Error
patch1-Chart-24_SketchFix_Correct,Chart,24,Correct
patch1-Chart-20_ssFix_Correct,Chart,20,Error
patch1-Lang-60_TBar_Incorrect,Lang,60,Error
patch1-Closure-33_Jaid_Correct,Closure,33,Error
patch1#1-Closure-61_RSRepairA_Incorrect,Closure,61,Error
patch1#1-Closure-31_RSRepairA_Incorrect,Closure,31,Error
patch1-Math-71_Arja_Incorrect,Math,71,Error
patch1-Closure-126_PraPR_Correct,Closure,126,Error
patch1-Lang-45_Arja_Correct,Lang,45,Correct
patch12-Lang-59_CapGen_Incorrect,Lang,59,
patch1-Lang-51_Arja_Incorrect,Lang,51,Correct
patch1-Lang-6_SOFix_Correct,Lang,6,Error
patch1-Chart-7_3sFix_Incorrect,Chart,7,Correct
patch1-Math-32_DynaMoth_Incorrect,Math,32,Correct
patch2-Math-53_CapGen_Correct,Math,53,Error
patch1#1-Math-31_GenProgA_Incorrect,Math,31,Correct
patch1-Math-40_kPAR_Incorrect,Math,40,Error
patch1-Closure-62_SimFix_Correct,Closure,62,Error
patch1-Math-73_SimFix_Incorrect,Math,73,Incorrect
patch1-Lang-60_Arja_Incorrect,Lang,60,Correct
patch1-Chart-1_Jaid_Correct,Chart,1,Error
patch1#1-Lang-13_RSRepairA_Incorrect,Lang,13,Error
patch2-Closure-38_SequenceR_Incorrect,Closure,38,Error
patch3-Closure-126_3sFix_Correct,Closure,126,Error
patch6-Math-2_Arja_Incorrect,Math,2,Incorrect
patch1-Math-63_CapGen_Correct,Math,63,
patch1-Closure-12_TBar_Incorrect,Closure,12,Error
patch1-Math-16_LSRepair_Incorrect,Math,16,Error
patch1-Math-80_SequenceR_Incorrect,Math,80,Error
patch1-Closure-38_AVATAR_Correct,Closure,38,Error
patch1-Math-50_Jaid_Correct,Math,50,Correct
patch1-Math-89_kPAR_Correct,Math,89,
patch1-Math-50_Elixir_Correct,Math,50,Correct
patch1-Math-84_TBar_Incorrect,Math,84,
patch1-Lang-51_Nopol2015_Incorrect,Lang,51,Correct
patch1-Math-2_Arja_Incorrect,Math,2,Correct
patch1-Lang-45_Jaid_Incorrect,Lang,45,Correct
patch1#1-Math-85_GenProgA_Incorrect,Math,85,Incorrect
patch1-Math-33_SketchFix_Correct,Math,33,Correct
patch1-Lang-26_Elixir_Correct,Lang,26,Error
patch1-Closure-31_Jaid_Correct,Closure,31,Error
patch2-Math-8_Arja_Incorrect,Math,8,Correct
patch1-Time-7_SimFix_Correct,Time,7,Error
patch1-Closure-18_PraPR_Correct,Closure,18,Error
patch1-Closure-126_TBar_Incorrect,Closure,126,Error
patch1-Lang-24_TBar_Incorrect,Lang,24,
patch1-Chart-11_AVATAR_Correct,Chart,11,
patch1#1-Math-98_Arja_Correct,Math,98,
patch1#1-Chart-12_RSRepairA_Incorrect,Chart,12,Error
patch2-Math-80_Jaid_Incorrect,Math,80,Error
patch1-Math-6_TBar_Incorrect,Math,6,Error
patch1-Chart-24_SOFix_Correct,Chart,24,Correct
patch2-Math-53_Jaid_Correct,Math,53,Error
patch6-Chart-13_Arja_Incorrect,Chart,13,
patch1-Math-85_DynaMoth_Incorrect,Math,85,Correct
patch1#1-Lang-20_kPAR_Incorrect,Lang,20,
patch1-Math-63_kPAR_Incorrect,Math,63,
patch1-Math-65_CapGen_Correct,Math,65,
patch5-Chart-1_Arja_Incorrect,Chart,1,Error
patch1-Chart-8_CapGen_Correct,Chart,8,Error
patch1-Math-57_SimFix_Correct,Math,57,
patch4-Math-31_Arja_Incorrect,Math,31,Correct
patch1-Math-41_ssFix_Correct,Math,41,Correct
patch1-Math-96_TBar_Incorrect,Math,96,Error
patch1-Math-49_JGenProg2015_Incorrect,Math,49,Correct
patch1-Math-70_SketchFix_Incorrect,Math,70,Incorrect
patch1-Chart-9_Elixir_Correct,Chart,9,Correct
patch1-Lang-39_AVATAR_Incorrect,Lang,39,
patch1-Lang-18_TBar_Incorrect,Lang,18,Error
patch1#3-Closure-75_GenProgA_Incorrect,Closure,75,Error
patch2-Lang-55_Jaid_Incorrect,Lang,55,Correct
patch1-Math-33_PraPR_Correct,Math,33,Error
patch2-Lang-61_Arja_Incorrect,Lang,61,Incorrect
patch5-Math-28_3sFix_Incorrect,Math,28,Correct
patch2-Math-80_Arja_Incorrect,Math,80,Error
patch9-Closure-93_SequenceR_Incorrect,Closure,93,
patch6-Math-49_Arja_Incorrect,Math,49,Correct
patch1-Chart-13_Elixir_Incorrect,Chart,13,Correct
patch2-Math-85_Jaid_Incorrect,Math,85,Incorrect
patch1-Lang-7_AVATAR_Correct,Lang,7,
patch2-Math-85_CapGen_Incorrect,Math,85,
patch1-Math-2_kPAR_Incorrect,Math,2,
patch1-Chart-7_JGenProg2015_Incorrect,Chart,7,Incorrect
patch1-Closure-48_AVATAR_Incorrect,Closure,48,Error
