,0,1
176,patch17-Lang-7_Arja_PatchNaturalnessYe,1
177,patch106-Lang-7_Arja_PatchNaturalnessYe,1
178,patch44-Lang-7_Arja_PatchNaturalnessYe,1
179,patch43-Lang-7_Arja_PatchNaturalnessYe,1
180,patch88-Lang-7_Arja_PatchNaturalnessYe,1
181,patch81-Lang-7_Arja_PatchNaturalnessYe,1
182,patch75-Lang-7_Arja_PatchNaturalnessYe,1
183,patch72-Lang-7_Arja_PatchNaturalnessYe,1
184,patch8-Lang-7_RSRepair_PatchNaturalnessYe,1
185,patch6-Lang-7_RSRepair_PatchNaturalnessYe,0
186,patch12-Lang-7_RSRepair_PatchNaturalnessYe,1
187,patch7-Lang-7_RSRepair_PatchNaturalnessYe,1
188,patch9-Lang-7_RSRepair_PatchNaturalnessYe,1
189,patch11-Lang-7_RSRepair_PatchNaturalnessYe,1
190,patch2-Lang-7_RSRepair_PatchNaturalnessYe,1
191,patch10-Lang-7_RSRepair_PatchNaturalnessYe,1
192,patch3-Lang-7_RSRepair_PatchNaturalnessYe,1
193,patch4-Lang-7_RSRepair_PatchNaturalnessYe,1
194,patch1-Lang-16_Developer_PatchNaturalness,1
195,patch1-Lang-16_RSRepairA_PatchNaturalness,0
196,patch1-Lang-16_kPAR_PatchNaturalness,1
197,patch1-Lang-16_Arja_PatchNaturalness,0
198,patch2-Lang-16_Arja_PatchNaturalness,0
199,patch1-Lang-16_SimFix_PatchNaturalness,1
200,patch36-Lang-16_Arja_PatchNaturalnessYe,0
201,patch31-Lang-16_Arja_PatchNaturalnessYe,0
202,patch38-Lang-16_Arja_PatchNaturalnessYe,1
203,patch54-Lang-16_Arja_PatchNaturalnessYe,0
204,patch53-Lang-16_Arja_PatchNaturalnessYe,0
205,patch65-Lang-16_Arja_PatchNaturalnessYe,1
206,patch62-Lang-16_Arja_PatchNaturalnessYe,0
207,patch39-Lang-16_Arja_PatchNaturalnessYe,0
208,patch30-Lang-16_Arja_PatchNaturalnessYe,0
209,patch37-Lang-16_Arja_PatchNaturalnessYe,0
210,patch63-Lang-16_Arja_PatchNaturalnessYe,1
211,patch64-Lang-16_Arja_PatchNaturalnessYe,0
212,patch52-Lang-16_Arja_PatchNaturalnessYe,0
213,patch55-Lang-16_Arja_PatchNaturalnessYe,1
214,patch48-Lang-16_Arja_PatchNaturalnessYe,0
215,patch8-Lang-16_Arja_PatchNaturalnessYe,0
216,patch46-Lang-16_Arja_PatchNaturalnessYe,0
217,patch41-Lang-16_Arja_PatchNaturalnessYe,0
218,patch15-Lang-16_Arja_PatchNaturalnessYe,0
219,patch12-Lang-16_Arja_PatchNaturalnessYe,0
220,patch24-Lang-16_Arja_PatchNaturalnessYe,0
221,patch23-Lang-16_Arja_PatchNaturalnessYe,0
222,patch40-Lang-16_Arja_PatchNaturalnessYe,0
223,patch7-Lang-16_Arja_PatchNaturalnessYe,0
224,patch47-Lang-16_Arja_PatchNaturalnessYe,0
225,patch9-Lang-16_Arja_PatchNaturalnessYe,0
226,patch49-Lang-16_Arja_PatchNaturalnessYe,0
227,patch22-Lang-16_Arja_PatchNaturalnessYe,0
228,patch25-Lang-16_Arja_PatchNaturalnessYe,0
229,patch13-Lang-16_Arja_PatchNaturalnessYe,0
230,patch14-Lang-16_Arja_PatchNaturalnessYe,0
231,patch50-Lang-16_Arja_PatchNaturalnessYe,0
232,patch57-Lang-16_Arja_PatchNaturalnessYe,0
233,patch61-Lang-16_Arja_PatchNaturalnessYe,0
234,patch59-Lang-16_Arja_PatchNaturalnessYe,0
235,patch66-Lang-16_Arja_PatchNaturalnessYe,0
236,patch32-Lang-16_Arja_PatchNaturalnessYe,0
237,patch35-Lang-16_Arja_PatchNaturalnessYe,0
238,patch58-Lang-16_Arja_PatchNaturalnessYe,1
239,patch67-Lang-16_Arja_PatchNaturalnessYe,0
240,patch60-Lang-16_Arja_PatchNaturalnessYe,0
241,patch56-Lang-16_Arja_PatchNaturalnessYe,0
242,patch51-Lang-16_Arja_PatchNaturalnessYe,0
243,patch34-Lang-16_Arja_PatchNaturalnessYe,0
244,patch33-Lang-16_Arja_PatchNaturalnessYe,0
245,patch11-Lang-16_Arja_PatchNaturalnessYe,0
246,patch29-Lang-16_Arja_PatchNaturalnessYe,1
247,patch16-Lang-16_Arja_PatchNaturalnessYe,0
248,patch20-Lang-16_Arja_PatchNaturalnessYe,0
249,patch18-Lang-16_Arja_PatchNaturalnessYe,0
250,patch27-Lang-16_Arja_PatchNaturalnessYe,0
251,patch42-Lang-16_Arja_PatchNaturalnessYe,0
252,patch45-Lang-16_Arja_PatchNaturalnessYe,0
253,patch19-Lang-16_Arja_PatchNaturalnessYe,0
254,patch26-Lang-16_Arja_PatchNaturalnessYe,0
255,patch21-Lang-16_Arja_PatchNaturalnessYe,0
256,patch28-Lang-16_Arja_PatchNaturalnessYe,0
257,patch17-Lang-16_Arja_PatchNaturalnessYe,0
258,patch10-Lang-16_Arja_PatchNaturalnessYe,0
259,patch44-Lang-16_Arja_PatchNaturalnessYe,0
260,patch43-Lang-16_Arja_PatchNaturalnessYe,0
261,patch1-Lang-19_Developer_PatchNaturalness,0
262,patch1-Lang-22_Developer_PatchNaturalness,1
263,patch1-Lang-22_TBar_PatchNaturalness,0
264,patch1-Lang-22_DeepRepair_PatchNaturalness,0
265,patch1-Lang-22_DLFix_PatchNaturalness,0
266,patch1-Lang-22_AVATAR_PatchNaturalness,0
267,patch1-Lang-22_Arja_PatchNaturalness,0
268,patch2-Lang-22_Arja_PatchNaturalness,0
269,patch3-Lang-22_Arja_PatchNaturalness,0
270,patch4-Lang-22_Arja_PatchNaturalness,0
271,patch1-Lang-22_ConFix_PatchNaturalness,0
272,patch1-Lang-22_jKali_PatchNaturalness,0
273,patch1-Lang-22_jMutRepair_PatchNaturalness,0
274,patch47-Lang-22_Arja_PatchNaturalnessYe,1
275,patch78-Lang-22_Arja_PatchNaturalnessYe,0
276,patch82-Lang-22_Arja_PatchNaturalnessYe,0
277,patch22-Lang-22_Arja_PatchNaturalnessYe,0
278,patch51-Lang-22_Arja_PatchNaturalnessYe,0
279,patch16-Lang-22_Arja_PatchNaturalnessYe,1
280,patch87-Lang-22_Arja_PatchNaturalnessYe,0
281,patch72-Lang-22_Arja_PatchNaturalnessYe,1
282,patch1-Lang-24_Developer_PatchNaturalness,1
283,patch1-Lang-24_Elixir_PatchNaturalness,1
284,patch1-Lang-24_TBar_PatchNaturalness,1
285,patch1-Lang-24_DeepRepair_PatchNaturalness,1
286,patch1-Lang-24_ACS_PatchNaturalness,1
287,patch1-Lang-24_PatchSim_PatchNaturalness,1
288,patch1-Lang-27_Developer_PatchNaturalness,1
289,patch1-Lang-27_TBar_PatchNaturalness,0
290,patch1-Lang-27_DeepRepair_PatchNaturalness,0
291,patch1-Lang-27_ssFix_PatchNaturalness,1
292,patch1-Lang-27_kPAR_PatchNaturalness,1
293,patch1-Lang-27_GenPat_PatchNaturalness,1
294,patch1-Lang-27_ConFix_PatchNaturalness,1
295,patch1-Lang-27_jKali_PatchNaturalness,0
296,patch1-Lang-27_SimFix_PatchNaturalness,1
297,patch1-Lang-27_jMutRepair_PatchNaturalness,1
298,patch36-Lang-27_Arja_PatchNaturalnessYe,0
299,patch31-Lang-27_Arja_PatchNaturalnessYe,0
300,patch38-Lang-27_Arja_PatchNaturalnessYe,0
301,patch54-Lang-27_Arja_PatchNaturalnessYe,0
302,patch53-Lang-27_Arja_PatchNaturalnessYe,1
303,patch65-Lang-27_Arja_PatchNaturalnessYe,0
304,patch62-Lang-27_Arja_PatchNaturalnessYe,1
305,patch39-Lang-27_Arja_PatchNaturalnessYe,0
306,patch37-Lang-27_Arja_PatchNaturalnessYe,1
307,patch63-Lang-27_Arja_PatchNaturalnessYe,0
308,patch64-Lang-27_Arja_PatchNaturalnessYe,0
309,patch52-Lang-27_Arja_PatchNaturalnessYe,0
310,patch55-Lang-27_Arja_PatchNaturalnessYe,0
311,patch48-Lang-27_Arja_PatchNaturalnessYe,0
312,patch8-Lang-27_Arja_PatchNaturalnessYe,0
313,patch41-Lang-27_Arja_PatchNaturalnessYe,0
314,patch15-Lang-27_Arja_PatchNaturalnessYe,1
315,patch12-Lang-27_Arja_PatchNaturalnessYe,0
316,patch24-Lang-27_Arja_PatchNaturalnessYe,1
317,patch23-Lang-27_Arja_PatchNaturalnessYe,0
318,patch40-Lang-27_Arja_PatchNaturalnessYe,0
319,patch7-Lang-27_Arja_PatchNaturalnessYe,0
320,patch47-Lang-27_Arja_PatchNaturalnessYe,0
321,patch9-Lang-27_Arja_PatchNaturalnessYe,0
322,patch49-Lang-27_Arja_PatchNaturalnessYe,0
323,patch22-Lang-27_Arja_PatchNaturalnessYe,0
324,patch25-Lang-27_Arja_PatchNaturalnessYe,0
325,patch13-Lang-27_Arja_PatchNaturalnessYe,0
326,patch14-Lang-27_Arja_PatchNaturalnessYe,1
327,patch50-Lang-27_Arja_PatchNaturalnessYe,0
328,patch61-Lang-27_Arja_PatchNaturalnessYe,0
329,patch59-Lang-27_Arja_PatchNaturalnessYe,0
330,patch32-Lang-27_Arja_PatchNaturalnessYe,0
331,patch35-Lang-27_Arja_PatchNaturalnessYe,0
332,patch58-Lang-27_Arja_PatchNaturalnessYe,0
333,patch60-Lang-27_Arja_PatchNaturalnessYe,0
334,patch56-Lang-27_Arja_PatchNaturalnessYe,0
335,patch51-Lang-27_Arja_PatchNaturalnessYe,0
336,patch34-Lang-27_Arja_PatchNaturalnessYe,0
337,patch33-Lang-27_Arja_PatchNaturalnessYe,0
338,patch11-Lang-27_Arja_PatchNaturalnessYe,0
339,patch29-Lang-27_Arja_PatchNaturalnessYe,0
340,patch16-Lang-27_Arja_PatchNaturalnessYe,0
341,patch20-Lang-27_Arja_PatchNaturalnessYe,0
342,patch18-Lang-27_Arja_PatchNaturalnessYe,0
343,patch27-Lang-27_Arja_PatchNaturalnessYe,0
344,patch42-Lang-27_Arja_PatchNaturalnessYe,0
345,patch5-Lang-27_Arja_PatchNaturalnessYe,1
346,patch45-Lang-27_Arja_PatchNaturalnessYe,1
347,patch19-Lang-27_Arja_PatchNaturalnessYe,1
348,patch26-Lang-27_Arja_PatchNaturalnessYe,0
349,patch21-Lang-27_Arja_PatchNaturalnessYe,0
350,patch28-Lang-27_Arja_PatchNaturalnessYe,0
351,patch17-Lang-27_Arja_PatchNaturalnessYe,1
352,patch10-Lang-27_Arja_PatchNaturalnessYe,0
353,patch44-Lang-27_Arja_PatchNaturalnessYe,0
354,patch43-Lang-27_Arja_PatchNaturalnessYe,0
355,patch1-Lang-28_Developer_PatchNaturalness,1
356,patch1-Lang-36_Developer_PatchNaturalness,1
357,patch1-Lang-49_Developer_PatchNaturalness,1
358,patch1-Lang-60_Developer_PatchNaturalness,1
359,patch1-Lang-60_TBar_PatchNaturalness,0
360,patch1-Lang-60_Hercules_PatchNaturalness,1
361,patch1-Lang-60_LSRepair_PatchNaturalness,0
362,patch1-Lang-60_GenPat_PatchNaturalness,1
363,patch1-Lang-60_Arja_PatchNaturalness,0
364,patch1-Lang-60_ConFix_PatchNaturalness,0
365,patch8-Lang-60_Arja_PatchNaturalnessYe,1
366,patch6-Lang-60_Arja_PatchNaturalnessYe,1
367,patch15-Lang-60_Arja_PatchNaturalnessYe,0
368,patch12-Lang-60_Arja_PatchNaturalnessYe,0
369,patch23-Lang-60_Arja_PatchNaturalnessYe,1
370,patch7-Lang-60_Arja_PatchNaturalnessYe,1
371,patch9-Lang-60_Arja_PatchNaturalnessYe,1
372,patch22-Lang-60_Arja_PatchNaturalnessYe,1
373,patch13-Lang-60_Arja_PatchNaturalnessYe,1
374,patch14-Lang-60_Arja_PatchNaturalnessYe,0
375,patch11-Lang-60_Arja_PatchNaturalnessYe,1
376,patch16-Lang-60_Arja_PatchNaturalnessYe,0
377,patch20-Lang-60_Arja_PatchNaturalnessYe,0
378,patch18-Lang-60_Arja_PatchNaturalnessYe,1
379,patch5-Lang-60_Arja_PatchNaturalnessYe,1
380,patch19-Lang-60_Arja_PatchNaturalnessYe,0
381,patch21-Lang-60_Arja_PatchNaturalnessYe,0
382,patch17-Lang-60_Arja_PatchNaturalnessYe,1
383,patch10-Lang-60_Arja_PatchNaturalnessYe,0
384,patch3-Lang-60_Arja_PatchNaturalnessYe,0
385,patch4-Lang-60_Arja_PatchNaturalnessYe,1
386,patch1-Lang-61_Developer_PatchNaturalness,1
387,patch1-Lang-61_Jaid_PatchNaturalness,0
388,patch2-Lang-61_Jaid_PatchNaturalness,0
389,patch1-Lang-61_Arja_PatchNaturalness,0
390,patch2-Lang-61_Arja_PatchNaturalness,0
391,patch3-Lang-61_Arja_PatchNaturalness,1
392,patch4-Lang-61_Arja_PatchNaturalness,1
393,patch8-Lang-61_Arja_PatchNaturalnessYe,1
394,patch6-Lang-61_Arja_PatchNaturalnessYe,1
395,patch15-Lang-61_Arja_PatchNaturalnessYe,1
396,patch12-Lang-61_Arja_PatchNaturalnessYe,1
397,patch7-Lang-61_Arja_PatchNaturalnessYe,1
398,patch9-Lang-61_Arja_PatchNaturalnessYe,1
399,patch13-Lang-61_Arja_PatchNaturalnessYe,1
400,patch14-Lang-61_Arja_PatchNaturalnessYe,1
401,patch11-Lang-61_Arja_PatchNaturalnessYe,1
402,patch16-Lang-61_Arja_PatchNaturalnessYe,1
403,patch18-Lang-61_Arja_PatchNaturalnessYe,1
404,patch5-Lang-61_Arja_PatchNaturalnessYe,1
405,patch2-Lang-61_Arja_PatchNaturalnessYe,1
406,patch17-Lang-61_Arja_PatchNaturalnessYe,1
407,patch10-Lang-61_Arja_PatchNaturalnessYe,1
408,patch3-Lang-61_Arja_PatchNaturalnessYe,1
409,patch4-Lang-61_Arja_PatchNaturalnessYe,1
410,patch1-Math-13_Developer_PatchNaturalness,1
411,patch1-Math-14_Developer_PatchNaturalness,1
412,patch1-Math-46_Developer_PatchNaturalness,0
413,patch1-Math-46_Hercules_PatchNaturalness,0
414,patch1-Math-47_Developer_PatchNaturalness,1
415,patch1-Math-64_Developer_PatchNaturalness,0
416,patch1-Math-66_Developer_PatchNaturalness,1
417,patch1-Math-67_Developer_PatchNaturalness,1
418,patch1-Math-68_Developer_PatchNaturalness,1
419,patch1-Math-68_Arja_PatchNaturalness,1
420,patch1-Math-94_Developer_PatchNaturalness,1
421,patch1-Math-94_CoCoNut_PatchNaturalness,1
422,patch1-Math-94_GenPat_PatchNaturalness,1
423,patch1-Math-94_ConFix_PatchNaturalness,1
424,patch1-Math-99_Developer_PatchNaturalness,1
425,patch1-Math-99_ACS_PatchNaturalness,1
426,patch1-Math-99_LSRepair_PatchNaturalness,0
427,patch1-Time-7_Developer_PatchNaturalness,1
428,patch1-Time-7_DLFix_PatchNaturalness,0
429,patch1-Time-7_PatchSim_PatchNaturalness,1
430,patch1-Time-7_ConFix_PatchNaturalness,1
431,patch1-Time-16_Developer_PatchNaturalness,1
